republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,y15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,?8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,?15,?16
republican0,y1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,y1,y2,y3,n4,n5,y6,?7,y8,n9,n10,y11,y12,n13,y14,n15,?16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,n16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,?16
democrat0,y1,y2,y3,n4,n5,?6,y7,y8,y9,y10,n11,n12,n13,n14,y15,?16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,n15,?16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,n15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,y11,?12,n13,n14,n15,y16
republican0,y1,y2,n3,y4,y5,y6,y7,n8,n9,n10,n11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,y7,n8,n9,n10,y11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,y13,n14,y15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,y13,n14,y15,?16
republican0,y1,y2,y3,y4,n5,n6,y7,y8,y9,y10,y11,n12,n13,y14,n15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,y15,?16
republican0,y1,n2,y3,y4,y5,n6,y7,n8,y9,y10,n11,n12,y13,y14,n15,y16
democrat0,y1,n2,y3,n4,n5,y6,y7,y8,y9,y10,y11,n12,n13,y14,y15,y16
democrat0,n1,y2,y3,y4,y5,y6,n7,n8,n9,y10,y11,n12,y13,y14,n15,n16
democrat0,n1,y2,y3,n4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,?16
democrat0,n1,y2,y3,y4,y5,y6,n7,y8,y9,y10,y11,y12,y13,y14,n15,y16
democrat0,y1,y2,y3,n4,y5,y6,n7,n8,n9,y10,y11,n12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,n6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,y1,n2,y3,n4,n5,y6,y7,y8,y9,y10,n11,y12,n13,y14,n15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,?9,y10,y11,y12,n13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,n1,n2,y3,n4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
democrat0,n1,y2,y3,n4,y5,y6,y7,n8,y9,y10,y11,n12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,?12,y13,y14,n15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,n9,y10,y11,n12,n13,?14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,n8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,y5,y6,n7,n8,n9,n10,n11,n12,n13,n14,n15,y16
democrat0,y1,n2,y3,n4,y5,y6,n7,?8,?9,n10,y11,?12,?13,?14,y15,y16
democrat0,n1,n2,?3,n4,y5,y6,n7,n8,n9,n10,y11,y12,y13,y14,n15,y16
democrat0,y1,n2,n3,n4,y5,y6,y7,n8,n9,y10,y11,n12,n13,y14,n15,y16
democrat0,y1,y2,y3,n4,n5,y6,y7,y8,y9,y10,n11,n12,n13,n14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,?11,y12,y13,y14,n15,n16
democrat0,y1,n2,n3,n4,y5,y6,n7,n8,n9,n10,y11,y12,n13,y14,n15,y16
democrat0,y1,n2,y3,n4,y5,y6,y7,n8,n9,n10,y11,n12,n13,y14,n15,y16
democrat0,y1,n2,y3,n4,y5,y6,y7,n8,?9,n10,y11,n12,y13,y14,y15,?16
democrat0,y1,n2,n3,n4,y5,y6,?7,n8,?9,n10,n11,n12,n13,y14,?15,n16
democrat0,?1,?2,?3,?4,n5,y6,y7,y8,y9,y10,?11,n12,y13,y14,n15,?16
democrat0,y1,y2,y3,n4,n5,n6,n7,y8,y9,n10,y11,n12,n13,n14,y15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,y16
republican0,n1,?2,?3,?4,?5,?6,?7,?8,?9,?10,?11,?12,?13,y14,?15,?16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,y15,y16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,?2,y3,n4,n5,y6,y7,y8,n9,y10,n11,n12,n13,n14,y15,?16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,n1,?2,y3,n4,?5,?6,y7,y8,y9,y10,?11,?12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,y15,y16
republican0,y1,y2,y3,y4,y5,n6,y7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,n1,y2,y3,n4,n5,n6,n7,y8,y9,y10,y11,n12,n13,n14,y15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
republican0,n1,?2,?3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,?15,y16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,n13,y14,n15,y16
republican0,y1,?2,n3,y4,y5,y6,n7,y8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,n1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
democrat0,n1,?2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,y14,y15,y16
democrat0,n1,?2,y3,n4,n5,y6,n7,y8,n9,y10,y11,n12,n13,n14,y15,y16
democrat0,?1,?2,y3,n4,n5,n6,y7,y8,?9,n10,?11,?12,?13,?14,?15,?16
democrat0,y1,?2,y3,n4,?5,?6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,n1,n2,y3,n4,n5,y6,n7,y8,y9,y10,n11,n12,n13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,?16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,?16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,y11,y12,y13,n14,n15,y16
democrat0,n1,?2,y3,n4,n5,y6,y7,y8,y9,y10,n11,n12,n13,y14,y15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,y10,n11,n12,n13,y14,n15,y16
democrat0,y1,n2,y3,n4,n5,y6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
republican0,n1,n2,n3,y4,n5,n6,y7,y8,y9,y10,n11,n12,y13,y14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,y7,y8,y9,y10,n11,y12,y13,y14,?15,y16
republican0,n1,n2,n3,y4,y5,y6,y7,y8,y9,y10,n11,y12,y13,y14,n15,y16
democrat0,?1,y2,n3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,y14,y15,y16
democrat0,n1,?2,n3,n4,n5,y6,y7,y8,y9,y10,n11,n12,n13,y14,n15,?16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,y10,n11,n12,n13,y14,?15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,n1,n2,n3,n4,n5,n6,y7,y8,y9,y10,n11,y12,y13,y14,y15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,y13,n14,y15,y16
republican0,y1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,y1,y2,?3,y4,y5,y6,n7,n8,y9,n10,y11,?12,y13,y14,n15,n16
democrat0,n1,y2,y3,n4,n5,y6,n7,y8,y9,y10,y11,n12,y13,n14,y15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,y10,y11,n12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
republican0,y1,y2,n3,y4,y5,y6,n7,?8,n9,n10,y11,y12,y13,y14,n15,n16
republican0,y1,y2,n3,y4,y5,y6,y7,n8,n9,n10,n11,y12,y13,y14,n15,n16
democrat0,n1,y2,y3,n4,n5,y6,n7,y8,y9,n10,y11,n12,?13,?14,?15,?16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,n1,y2,y3,n4,?5,y6,y7,y8,y9,y10,y11,n12,n13,?14,n15,?16
democrat0,n1,y2,n3,n4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,y15,y16
democrat0,n1,n2,n3,n4,y5,y6,y7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,n1,y2,y3,n4,y5,y6,y7,n8,n9,n10,y11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,y7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,y1,y2,n3,n4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,?16
democrat0,n1,y2,y3,n4,n5,y6,y7,y8,y9,y10,y11,n12,y13,n14,y15,?16
republican0,y1,n2,y3,y4,y5,y6,y7,y8,n9,y10,n11,y12,n13,y14,y15,y16
republican0,y1,n2,y3,y4,y5,y6,y7,y8,n9,y10,y11,y12,n13,y14,y15,y16
democrat0,n1,n2,y3,y4,y5,y6,n7,n8,y9,n10,n11,n12,y13,y14,y15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,y14,n15,y16
democrat0,y1,n2,y3,n4,n5,n6,?7,y8,y9,?10,n11,n12,n13,n14,y15,?16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,y2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,?13,n14,y15,y16
democrat0,n1,n2,n3,n4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,n15,y16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,n1,y2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,y15,y16
republican0,n1,n2,y3,y4,n5,n6,y7,y8,y9,y10,n11,n12,n13,y14,y15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,?12,n13,n14,y15,y16
democrat0,?1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,?12,n13,n14,y15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,y15,y16
democrat0,?1,?2,y3,n4,n5,n6,y7,y8,y9,?10,?11,n12,n13,n14,?15,?16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
democrat0,?1,?2,?3,?4,?5,?6,?7,?8,y9,?10,?11,?12,?13,?14,?15,?16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,?12,n13,n14,y15,y16
democrat0,n1,y2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
republican0,y1,?2,n3,y4,y5,y6,y7,y8,n9,n10,n11,y12,?13,y14,?15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,?16
republican0,n1,y2,n3,y4,y5,y6,n7,?8,n9,y10,n11,y12,y13,y14,n15,?16
democrat0,n1,n2,n3,n4,n5,y6,y7,y8,y9,n10,y11,n12,n13,y14,y15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,?8,y9,y10,y11,n12,n13,n14,y15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,?16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,n10,y11,y12,n13,y14,y15,?16
republican0,n1,?2,y3,y4,y5,y6,n7,n8,n9,y10,n11,n12,n13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,?13,n14,y15,?16
democrat0,y1,y2,n3,n4,n5,n6,y7,y8,?9,n10,y11,n12,n13,n14,y15,?16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,y14,y15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,y6,y7,y8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,y15,y16
republican0,n1,n2,y3,y4,y5,y6,y7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,y10,n11,y12,n13,n14,n15,y16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,n13,y14,n15,y16
republican0,y1,?2,n3,y4,y5,y6,y7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,?12,n13,n14,y15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,n14,n15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,y15,y16
democrat0,n1,y2,y3,n4,n5,y6,n7,y8,y9,n10,y11,n12,y13,n14,y15,y16
republican0,y1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,y2,y3,y4,y5,y6,n7,n8,n9,y10,y11,y12,y13,y14,y15,?16
democrat0,y1,y2,y3,n4,y5,y6,n7,n8,?9,y10,n11,n12,n13,y14,y15,?16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,n16
democrat0,y1,?2,y3,n4,n5,n6,y7,y8,y9,n10,?11,n12,n13,n14,y15,?16
democrat0,n1,y2,y3,n4,n5,n6,n7,y8,y9,n10,y11,n12,n13,y14,y15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,n1,y2,y3,n4,y5,y6,n7,n8,n9,n10,y11,n12,n13,n14,y15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,y15,?16
republican0,n1,n2,n3,y4,y5,n6,n7,n8,n9,n10,n11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,?12,y13,y14,n15,n16
republican0,n1,?2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,n10,y11,n12,n13,y14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,?15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,?14,n15,y16
republican0,n1,y2,y3,y4,y5,y6,y7,n8,y9,y10,n11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,y9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,y2,y3,n4,n5,n6,y7,y8,n9,n10,y11,n12,n13,n14,y15,?16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,y13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,y6,y7,y8,y9,y10,n11,y12,n13,y14,y15,?16
republican0,n1,n2,n3,y4,y5,y6,n7,n8,n9,y10,n11,y12,n13,y14,n15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,y6,y7,y8,n9,n10,n11,y12,y13,n14,n15,y16
democrat0,y1,y2,y3,n4,n5,n6,y7,y8,?9,y10,n11,n12,n13,n14,y15,?16
republican0,n1,n2,n3,y4,y5,y6,y7,n8,n9,y10,n11,n12,n13,y14,y15,y16
republican0,n1,n2,n3,y4,n5,y6,y7,?8,y9,n10,n11,y12,y13,y14,n15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,y14,y15,y16
republican0,n1,n2,n3,n4,y5,y6,y7,n8,n9,n10,n11,?12,n13,y14,y15,y16
democrat0,n1,y2,y3,n4,n5,n6,y7,y8,?9,y10,n11,n12,y13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,n7,y8,y9,y10,n11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,y11,n12,n13,n14,y15,y16
democrat0,n1,n2,y3,n4,y5,n6,y7,y8,y9,n10,n11,n12,n13,y14,?15,y16
republican0,n1,y2,n3,y4,y5,y6,?7,n8,n9,n10,n11,?12,y13,y14,n15,n16
republican0,?1,?2,?3,?4,?5,?6,?7,?8,?9,?10,?11,?12,?13,?14,?15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,?9,n10,y11,n12,n13,n14,y15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,n16
democrat0,y1,y2,y3,n4,n5,y6,y7,y8,y9,n10,n11,n12,n13,n14,y15,y16
republican0,n1,y2,n3,y4,y5,y6,n7,n8,n9,n10,n11,y12,y13,y14,n15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,n15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,y14,y15,y16
republican0,n1,n2,n3,y4,y5,n6,n7,n8,n9,n10,n11,y12,n13,y14,n15,n16
republican0,n1,n2,n3,y4,y5,n6,n7,n8,n9,n10,n11,y12,n13,y14,?15,y16
democrat0,n1,n2,y3,n4,n5,n6,y7,y8,y9,n10,y11,n12,n13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,n15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,n15,y16
democrat0,y1,n2,y3,n4,n5,?6,y7,y8,y9,n10,?11,?12,n13,?14,?15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,?13,n14,y15,y16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,n10,n11,n12,n13,n14,y15,?16
democrat0,y1,n2,y3,n4,n5,n6,y7,y8,y9,y10,n11,n12,n13,n14,n15,y16
